class	slot	rank
Air	methane	
Air	misc_param	
Air	organism_count	
Air	oxy_stat_samp	
Air	oxygen	
Air	perturbation	
Air	pollutants	
Air	project_name	
Air	salinity	
Air	samp_name	
Air	samp_store_dur	
Air	samp_store_loc	
Air	samp_store_temp	
Air	samp_vol_we_dna_ext	
Air	solar_irradiance	
Air	temp	
Air	ventilation_rate	
Air	ventilation_type	
Air	volatile_org_comp	
Air	wind_direction	
Air	wind_speed	
BuiltEnvironment	abs_air_humidity	
BuiltEnvironment	address	
BuiltEnvironment	adj_room	
BuiltEnvironment	aero_struc	
BuiltEnvironment	air_temp	
BuiltEnvironment	amount_light	
BuiltEnvironment	arch_struc	
BuiltEnvironment	avg_dew_point	
BuiltEnvironment	avg_occup	
BuiltEnvironment	avg_temp	
BuiltEnvironment	bathroom_count	
BuiltEnvironment	bedroom_count	
BuiltEnvironment	build_docs	
BuiltEnvironment	build_occup_type	
BuiltEnvironment	building_setting	
BuiltEnvironment	built_struc_age	
BuiltEnvironment	built_struc_set	
BuiltEnvironment	built_struc_type	
BuiltEnvironment	carb_dioxide	
BuiltEnvironment	ceil_area	
BuiltEnvironment	ceil_cond	
BuiltEnvironment	ceil_finish_mat	
BuiltEnvironment	ceil_struc	
BuiltEnvironment	ceil_texture	
BuiltEnvironment	ceil_thermal_mass	
BuiltEnvironment	ceil_type	
BuiltEnvironment	ceil_water_mold	
BuiltEnvironment	cool_syst_id	
BuiltEnvironment	date_last_rain	
BuiltEnvironment	dew_point	
BuiltEnvironment	door_comp_type	
BuiltEnvironment	door_cond	
BuiltEnvironment	door_direct	
BuiltEnvironment	door_loc	
BuiltEnvironment	door_mat	
BuiltEnvironment	door_move	
BuiltEnvironment	door_size	
BuiltEnvironment	door_type	
BuiltEnvironment	door_type_metal	
BuiltEnvironment	door_type_wood	
BuiltEnvironment	door_water_mold	
BuiltEnvironment	drawings	
BuiltEnvironment	elevator	
BuiltEnvironment	escalator	
BuiltEnvironment	exp_duct	
BuiltEnvironment	exp_pipe	
BuiltEnvironment	ext_door	
BuiltEnvironment	ext_wall_orient	
BuiltEnvironment	ext_window_orient	
BuiltEnvironment	filter_type	
BuiltEnvironment	fireplace_type	
BuiltEnvironment	floor_age	
BuiltEnvironment	floor_area	
BuiltEnvironment	floor_cond	
BuiltEnvironment	floor_count	
BuiltEnvironment	floor_finish_mat	
BuiltEnvironment	floor_struc	
BuiltEnvironment	floor_thermal_mass	
BuiltEnvironment	floor_water_mold	
BuiltEnvironment	freq_clean	
BuiltEnvironment	freq_cook	
BuiltEnvironment	furniture	
BuiltEnvironment	gender_restroom	
BuiltEnvironment	hall_count	
BuiltEnvironment	handidness	
BuiltEnvironment	heat_cool_type	
BuiltEnvironment	heat_deliv_loc	
BuiltEnvironment	heat_sys_deliv_meth	
BuiltEnvironment	heat_system_id	
BuiltEnvironment	height_carper_fiber	
BuiltEnvironment	indoor_space	
BuiltEnvironment	indoor_surf	
BuiltEnvironment	inside_lux	
BuiltEnvironment	int_wall_cond	
BuiltEnvironment	last_clean	
BuiltEnvironment	light_type	
BuiltEnvironment	max_occup	
BuiltEnvironment	mech_struc	
BuiltEnvironment	number_pets	
BuiltEnvironment	number_plants	
BuiltEnvironment	number_resident	
BuiltEnvironment	occup_density_samp	
BuiltEnvironment	occup_document	
BuiltEnvironment	occup_samp	
BuiltEnvironment	organism_count	
BuiltEnvironment	pres_animal_insect	
BuiltEnvironment	project_name	
BuiltEnvironment	quad_pos	
BuiltEnvironment	rel_air_humidity	
BuiltEnvironment	rel_humidity_out	
BuiltEnvironment	rel_samp_loc	
BuiltEnvironment	room_air_exch_rate	
BuiltEnvironment	room_architec_elem	
BuiltEnvironment	room_condt	
BuiltEnvironment	room_connected	
BuiltEnvironment	room_count	
BuiltEnvironment	room_dim	
BuiltEnvironment	room_door_dist	
BuiltEnvironment	room_door_share	
BuiltEnvironment	room_hallway	
BuiltEnvironment	room_loc	
BuiltEnvironment	room_moist_dam_hist	
BuiltEnvironment	room_net_area	
BuiltEnvironment	room_occup	
BuiltEnvironment	room_samp_pos	
BuiltEnvironment	room_type	
BuiltEnvironment	room_vol	
BuiltEnvironment	room_wall_share	
BuiltEnvironment	room_window_count	
BuiltEnvironment	samp_floor	
BuiltEnvironment	samp_name	
BuiltEnvironment	samp_room_id	
BuiltEnvironment	samp_sort_meth	
BuiltEnvironment	samp_time_out	
BuiltEnvironment	samp_weather	
BuiltEnvironment	season	
BuiltEnvironment	season_use	
BuiltEnvironment	shad_dev_water_mold	
BuiltEnvironment	shading_device_cond	
BuiltEnvironment	shading_device_loc	
BuiltEnvironment	shading_device_mat	
BuiltEnvironment	shading_device_type	
BuiltEnvironment	space_typ_state	
BuiltEnvironment	specific	
BuiltEnvironment	specific_humidity	
BuiltEnvironment	substructure_type	
BuiltEnvironment	surf_air_cont	
BuiltEnvironment	surf_humidity	
BuiltEnvironment	surf_material	
BuiltEnvironment	surf_moisture	
BuiltEnvironment	surf_moisture_ph	
BuiltEnvironment	surf_temp	
BuiltEnvironment	temp_out	
BuiltEnvironment	train_line	
BuiltEnvironment	train_stat_loc	
BuiltEnvironment	train_stop_loc	
BuiltEnvironment	typ_occup_density	
BuiltEnvironment	ventilation_type	
BuiltEnvironment	vis_media	
BuiltEnvironment	wall_area	
BuiltEnvironment	wall_const_type	
BuiltEnvironment	wall_finish_mat	
BuiltEnvironment	wall_height	
BuiltEnvironment	wall_loc	
BuiltEnvironment	wall_surf_treatment	
BuiltEnvironment	wall_texture	
BuiltEnvironment	wall_thermal_mass	
BuiltEnvironment	wall_water_mold	
BuiltEnvironment	water_feat_size	
BuiltEnvironment	water_feat_type	
BuiltEnvironment	weekday	
BuiltEnvironment	window_cond	
BuiltEnvironment	window_cover	
BuiltEnvironment	window_horiz_pos	
BuiltEnvironment	window_loc	
BuiltEnvironment	window_mat	
BuiltEnvironment	window_open_freq	
BuiltEnvironment	window_size	
BuiltEnvironment	window_status	
BuiltEnvironment	window_type	
BuiltEnvironment	window_vert_pos	
BuiltEnvironment	window_water_mold	
FoodAnimalAndAnimalFeed	HACCP_term	
FoodAnimalAndAnimalFeed	IFSAC_category	
FoodAnimalAndAnimalFeed	animal_am	
FoodAnimalAndAnimalFeed	animal_am_dur	
FoodAnimalAndAnimalFeed	animal_am_freq	
FoodAnimalAndAnimalFeed	animal_am_route	
FoodAnimalAndAnimalFeed	animal_am_use	
FoodAnimalAndAnimalFeed	animal_body_cond	
FoodAnimalAndAnimalFeed	animal_diet	
FoodAnimalAndAnimalFeed	animal_feed_equip	
FoodAnimalAndAnimalFeed	animal_group_size	
FoodAnimalAndAnimalFeed	animal_housing	
FoodAnimalAndAnimalFeed	animal_sex	
FoodAnimalAndAnimalFeed	bacterial_density	
FoodAnimalAndAnimalFeed	coll_site_geo_feat	
FoodAnimalAndAnimalFeed	collection_date	
FoodAnimalAndAnimalFeed	cons_food_stor_dur	
FoodAnimalAndAnimalFeed	cons_food_stor_temp	
FoodAnimalAndAnimalFeed	cons_purch_date	
FoodAnimalAndAnimalFeed	cons_qty_purchased	
FoodAnimalAndAnimalFeed	cult_isol_date	
FoodAnimalAndAnimalFeed	cult_result	
FoodAnimalAndAnimalFeed	cult_result_org	
FoodAnimalAndAnimalFeed	cult_target	
FoodAnimalAndAnimalFeed	enrichment_protocol	
FoodAnimalAndAnimalFeed	experimental_factor	
FoodAnimalAndAnimalFeed	food_additive	
FoodAnimalAndAnimalFeed	food_contact_surf	
FoodAnimalAndAnimalFeed	food_contain_wrap	
FoodAnimalAndAnimalFeed	food_cooking_proc	
FoodAnimalAndAnimalFeed	food_dis_point	
FoodAnimalAndAnimalFeed	food_dis_point_city	
FoodAnimalAndAnimalFeed	food_ingredient	
FoodAnimalAndAnimalFeed	food_origin	
FoodAnimalAndAnimalFeed	food_pack_capacity	
FoodAnimalAndAnimalFeed	food_pack_integrity	
FoodAnimalAndAnimalFeed	food_pack_medium	
FoodAnimalAndAnimalFeed	food_preserv_proc	
FoodAnimalAndAnimalFeed	food_prior_contact	
FoodAnimalAndAnimalFeed	food_prod	
FoodAnimalAndAnimalFeed	food_prod_synonym	
FoodAnimalAndAnimalFeed	food_product_qual	
FoodAnimalAndAnimalFeed	food_product_type	
FoodAnimalAndAnimalFeed	food_quality_date	
FoodAnimalAndAnimalFeed	food_source	
FoodAnimalAndAnimalFeed	food_source_age	
FoodAnimalAndAnimalFeed	food_trace_list	
FoodAnimalAndAnimalFeed	food_trav_mode	
FoodAnimalAndAnimalFeed	food_trav_vehic	
FoodAnimalAndAnimalFeed	food_treat_proc	
FoodAnimalAndAnimalFeed	geo_loc_name	
FoodAnimalAndAnimalFeed	intended_consumer	
FoodAnimalAndAnimalFeed	lat_lon	
FoodAnimalAndAnimalFeed	library_prep_kit	
FoodAnimalAndAnimalFeed	lot_number	
FoodAnimalAndAnimalFeed	microb_cult_med	
FoodAnimalAndAnimalFeed	misc_param	
FoodAnimalAndAnimalFeed	nucl_acid_ext	
FoodAnimalAndAnimalFeed	organism_count	
FoodAnimalAndAnimalFeed	part_plant_animal	
FoodAnimalAndAnimalFeed	perturbation	
FoodAnimalAndAnimalFeed	pool_dna_extracts	
FoodAnimalAndAnimalFeed	project_name	
FoodAnimalAndAnimalFeed	repository_name	
FoodAnimalAndAnimalFeed	samp_collect_device	
FoodAnimalAndAnimalFeed	samp_collect_method	
FoodAnimalAndAnimalFeed	samp_name	
FoodAnimalAndAnimalFeed	samp_pooling	
FoodAnimalAndAnimalFeed	samp_purpose	
FoodAnimalAndAnimalFeed	samp_rep_biol	
FoodAnimalAndAnimalFeed	samp_rep_tech	
FoodAnimalAndAnimalFeed	samp_size	
FoodAnimalAndAnimalFeed	samp_source_mat_cat	
FoodAnimalAndAnimalFeed	samp_stor_device	
FoodAnimalAndAnimalFeed	samp_stor_media	
FoodAnimalAndAnimalFeed	samp_store_dur	
FoodAnimalAndAnimalFeed	samp_store_loc	
FoodAnimalAndAnimalFeed	samp_store_temp	
FoodAnimalAndAnimalFeed	samp_transport_cont	
FoodAnimalAndAnimalFeed	samp_transport_dur	
FoodAnimalAndAnimalFeed	samp_transport_temp	
FoodAnimalAndAnimalFeed	samp_vol_we_dna_ext	
FoodAnimalAndAnimalFeed	seq_meth	
FoodAnimalAndAnimalFeed	sequencing_kit	
FoodAnimalAndAnimalFeed	sequencing_location	
FoodAnimalAndAnimalFeed	serovar_or_serotype	
FoodAnimalAndAnimalFeed	spikein_AMR	
FoodAnimalAndAnimalFeed	spikein_antibiotic	
FoodAnimalAndAnimalFeed	spikein_count	
FoodAnimalAndAnimalFeed	spikein_growth_med	
FoodAnimalAndAnimalFeed	spikein_metal	
FoodAnimalAndAnimalFeed	spikein_org	
FoodAnimalAndAnimalFeed	spikein_serovar	
FoodAnimalAndAnimalFeed	spikein_strain	
FoodAnimalAndAnimalFeed	study_design	
FoodAnimalAndAnimalFeed	study_inc_dur	
FoodAnimalAndAnimalFeed	study_inc_temp	
FoodAnimalAndAnimalFeed	study_timecourse	
FoodAnimalAndAnimalFeed	study_tmnt	
FoodAnimalAndAnimalFeed	temp	
FoodAnimalAndAnimalFeed	timepoint	
FoodFarmEnvironment	IFSAC_category	
FoodFarmEnvironment	adjacent_environment	
FoodFarmEnvironment	air_PM_concen	
FoodFarmEnvironment	air_flow_impede	
FoodFarmEnvironment	ances_data	
FoodFarmEnvironment	anim_water_method	
FoodFarmEnvironment	animal_diet	
FoodFarmEnvironment	animal_feed_equip	
FoodFarmEnvironment	animal_group_size	
FoodFarmEnvironment	animal_housing	
FoodFarmEnvironment	animal_intrusion	
FoodFarmEnvironment	biotic_regm	
FoodFarmEnvironment	chem_administration	
FoodFarmEnvironment	collection_date	
FoodFarmEnvironment	conduc	
FoodFarmEnvironment	crop_rotation	
FoodFarmEnvironment	crop_yield	
FoodFarmEnvironment	cult_isol_date	
FoodFarmEnvironment	cult_result	
FoodFarmEnvironment	cult_result_org	
FoodFarmEnvironment	cult_target	
FoodFarmEnvironment	date_extr_weath	
FoodFarmEnvironment	depth	
FoodFarmEnvironment	enrichment_protocol	
FoodFarmEnvironment	extr_weather_event	
FoodFarmEnvironment	farm_equip	
FoodFarmEnvironment	farm_equip_san	
FoodFarmEnvironment	farm_equip_san_freq	
FoodFarmEnvironment	farm_equip_shared	
FoodFarmEnvironment	farm_water_source	
FoodFarmEnvironment	fertilizer_admin	
FoodFarmEnvironment	fertilizer_date	
FoodFarmEnvironment	food_clean_proc	
FoodFarmEnvironment	food_contact_surf	
FoodFarmEnvironment	food_contain_wrap	
FoodFarmEnvironment	food_harvest_proc	
FoodFarmEnvironment	food_pack_medium	
FoodFarmEnvironment	food_preserv_proc	
FoodFarmEnvironment	food_prod_char	
FoodFarmEnvironment	food_product_type	
FoodFarmEnvironment	food_quality_date	
FoodFarmEnvironment	food_source	
FoodFarmEnvironment	food_trav_mode	
FoodFarmEnvironment	food_trav_vehic	
FoodFarmEnvironment	food_treat_proc	
FoodFarmEnvironment	genetic_mod	
FoodFarmEnvironment	geo_loc_name	
FoodFarmEnvironment	growth_habit	
FoodFarmEnvironment	growth_medium	
FoodFarmEnvironment	host_age	
FoodFarmEnvironment	host_disease_stat	
FoodFarmEnvironment	host_dry_mass	
FoodFarmEnvironment	host_genotype	
FoodFarmEnvironment	host_height	
FoodFarmEnvironment	host_length	
FoodFarmEnvironment	host_phenotype	
FoodFarmEnvironment	host_subspecf_genlin	
FoodFarmEnvironment	host_taxid	
FoodFarmEnvironment	host_tot_mass	
FoodFarmEnvironment	humidity	
FoodFarmEnvironment	intended_consumer	
FoodFarmEnvironment	lat_lon	
FoodFarmEnvironment	library_prep_kit	
FoodFarmEnvironment	lot_number	
FoodFarmEnvironment	mechanical_damage	
FoodFarmEnvironment	misc_param	
FoodFarmEnvironment	nucl_acid_ext	
FoodFarmEnvironment	organism_count	
FoodFarmEnvironment	part_plant_animal	
FoodFarmEnvironment	perturbation	
FoodFarmEnvironment	ph	
FoodFarmEnvironment	ph_meth	
FoodFarmEnvironment	plant_growth_med	
FoodFarmEnvironment	plant_part_maturity	
FoodFarmEnvironment	plant_reprod_crop	
FoodFarmEnvironment	plant_water_method	
FoodFarmEnvironment	previous_land_use	
FoodFarmEnvironment	prod_label_claims	
FoodFarmEnvironment	project_name	
FoodFarmEnvironment	rel_location	
FoodFarmEnvironment	repository_name	
FoodFarmEnvironment	root_cond	
FoodFarmEnvironment	root_med_carbon	
FoodFarmEnvironment	root_med_macronutr	
FoodFarmEnvironment	root_med_micronutr	
FoodFarmEnvironment	root_med_ph	
FoodFarmEnvironment	salinity	
FoodFarmEnvironment	samp_collect_device	
FoodFarmEnvironment	samp_name	
FoodFarmEnvironment	samp_pooling	
FoodFarmEnvironment	samp_purpose	
FoodFarmEnvironment	samp_size	
FoodFarmEnvironment	samp_source_mat_cat	
FoodFarmEnvironment	samp_store_dur	
FoodFarmEnvironment	samp_store_temp	
FoodFarmEnvironment	samp_type	
FoodFarmEnvironment	samp_vol_we_dna_ext	
FoodFarmEnvironment	season	
FoodFarmEnvironment	season_humidity	
FoodFarmEnvironment	season_precpt	
FoodFarmEnvironment	season_temp	
FoodFarmEnvironment	seq_meth	
FoodFarmEnvironment	sequencing_kit	
FoodFarmEnvironment	sequencing_location	
FoodFarmEnvironment	serovar_or_serotype	
FoodFarmEnvironment	size_frac_low	
FoodFarmEnvironment	size_frac_up	
FoodFarmEnvironment	soil_conductivity	
FoodFarmEnvironment	soil_cover	
FoodFarmEnvironment	soil_pH	
FoodFarmEnvironment	soil_porosity	
FoodFarmEnvironment	soil_temp	
FoodFarmEnvironment	soil_texture_class	
FoodFarmEnvironment	soil_texture_meth	
FoodFarmEnvironment	soil_type	
FoodFarmEnvironment	soil_type_meth	
FoodFarmEnvironment	solar_irradiance	
FoodFarmEnvironment	spikein_antibiotic	
FoodFarmEnvironment	spikein_count	
FoodFarmEnvironment	spikein_growth_med	
FoodFarmEnvironment	spikein_metal	
FoodFarmEnvironment	spikein_org	
FoodFarmEnvironment	spikein_serovar	
FoodFarmEnvironment	spikein_strain	
FoodFarmEnvironment	temp	
FoodFarmEnvironment	tillage	
FoodFarmEnvironment	timepoint	
FoodFarmEnvironment	tot_nitro_cont_meth	
FoodFarmEnvironment	tot_nitro_content	
FoodFarmEnvironment	tot_org_c_meth	
FoodFarmEnvironment	tot_org_carb	
FoodFarmEnvironment	turbidity	
FoodFarmEnvironment	ventilation_rate	
FoodFarmEnvironment	ventilation_type	
FoodFarmEnvironment	water_frequency	
FoodFarmEnvironment	water_pH	
FoodFarmEnvironment	water_source_adjac	
FoodFarmEnvironment	water_source_shared	
FoodFarmEnvironment	wind_direction	
FoodFarmEnvironment	wind_speed	
FoodFoodProductionFacility	HACCP_term	
FoodFoodProductionFacility	IFSAC_category	
FoodFoodProductionFacility	air_temp	
FoodFoodProductionFacility	area_samp_size	
FoodFoodProductionFacility	avg_occup	
FoodFoodProductionFacility	bacterial_density	
FoodFoodProductionFacility	biocide_used	
FoodFoodProductionFacility	coll_site_geo_feat	
FoodFoodProductionFacility	collection_date	
FoodFoodProductionFacility	cult_isol_date	
FoodFoodProductionFacility	cult_result	
FoodFoodProductionFacility	cult_result_org	
FoodFoodProductionFacility	cult_target	
FoodFoodProductionFacility	dietary_claim_use	
FoodFoodProductionFacility	enrichment_protocol	
FoodFoodProductionFacility	env_monitoring_zone	
FoodFoodProductionFacility	experimental_factor	
FoodFoodProductionFacility	facility_type	
FoodFoodProductionFacility	food_additive	
FoodFoodProductionFacility	food_allergen_label	
FoodFoodProductionFacility	food_contact_surf	
FoodFoodProductionFacility	food_contain_wrap	
FoodFoodProductionFacility	food_cooking_proc	
FoodFoodProductionFacility	food_dis_point	
FoodFoodProductionFacility	food_dis_point_city	
FoodFoodProductionFacility	food_ingredient	
FoodFoodProductionFacility	food_name_status	
FoodFoodProductionFacility	food_origin	
FoodFoodProductionFacility	food_pack_capacity	
FoodFoodProductionFacility	food_pack_integrity	
FoodFoodProductionFacility	food_pack_medium	
FoodFoodProductionFacility	food_preserv_proc	
FoodFoodProductionFacility	food_prior_contact	
FoodFoodProductionFacility	food_prod	
FoodFoodProductionFacility	food_prod_char	
FoodFoodProductionFacility	food_prod_synonym	
FoodFoodProductionFacility	food_product_qual	
FoodFoodProductionFacility	food_product_type	
FoodFoodProductionFacility	food_quality_date	
FoodFoodProductionFacility	food_source	
FoodFoodProductionFacility	food_trace_list	
FoodFoodProductionFacility	food_trav_mode	
FoodFoodProductionFacility	food_trav_vehic	
FoodFoodProductionFacility	food_treat_proc	
FoodFoodProductionFacility	freq_clean	
FoodFoodProductionFacility	genetic_mod	
FoodFoodProductionFacility	geo_loc_name	
FoodFoodProductionFacility	hygienic_area	
FoodFoodProductionFacility	indoor_surf	
FoodFoodProductionFacility	intended_consumer	
FoodFoodProductionFacility	lat_lon	
FoodFoodProductionFacility	library_prep_kit	
FoodFoodProductionFacility	lot_number	
FoodFoodProductionFacility	microb_cult_med	
FoodFoodProductionFacility	misc_param	
FoodFoodProductionFacility	nucl_acid_ext	
FoodFoodProductionFacility	nucl_acid_ext_kit	
FoodFoodProductionFacility	num_samp_collect	
FoodFoodProductionFacility	organism_count	
FoodFoodProductionFacility	part_plant_animal	
FoodFoodProductionFacility	pool_dna_extracts	
FoodFoodProductionFacility	prod_label_claims	
FoodFoodProductionFacility	project_name	
FoodFoodProductionFacility	repository_name	
FoodFoodProductionFacility	room_dim	
FoodFoodProductionFacility	samp_collect_device	
FoodFoodProductionFacility	samp_collect_method	
FoodFoodProductionFacility	samp_floor	
FoodFoodProductionFacility	samp_loc_condition	
FoodFoodProductionFacility	samp_name	
FoodFoodProductionFacility	samp_pooling	
FoodFoodProductionFacility	samp_purpose	
FoodFoodProductionFacility	samp_rep_biol	
FoodFoodProductionFacility	samp_rep_tech	
FoodFoodProductionFacility	samp_room_id	
FoodFoodProductionFacility	samp_size	
FoodFoodProductionFacility	samp_source_mat_cat	
FoodFoodProductionFacility	samp_stor_device	
FoodFoodProductionFacility	samp_stor_media	
FoodFoodProductionFacility	samp_store_dur	
FoodFoodProductionFacility	samp_store_loc	
FoodFoodProductionFacility	samp_store_temp	
FoodFoodProductionFacility	samp_surf_moisture	
FoodFoodProductionFacility	samp_transport_cont	
FoodFoodProductionFacility	samp_transport_dur	
FoodFoodProductionFacility	samp_transport_temp	
FoodFoodProductionFacility	samp_type	
FoodFoodProductionFacility	samp_vol_we_dna_ext	
FoodFoodProductionFacility	seq_meth	
FoodFoodProductionFacility	sequencing_kit	
FoodFoodProductionFacility	sequencing_location	
FoodFoodProductionFacility	spec_intended_cons	
FoodFoodProductionFacility	ster_meth_samp_room	
FoodFoodProductionFacility	study_design	
FoodFoodProductionFacility	study_inc_dur	
FoodFoodProductionFacility	study_inc_temp	
FoodFoodProductionFacility	study_timecourse	
FoodFoodProductionFacility	study_tmnt	
FoodFoodProductionFacility	subspecf_gen_lin	
FoodFoodProductionFacility	surf_material	
FoodFoodProductionFacility	timepoint	
FoodHumanFoods	HACCP_term	
FoodHumanFoods	IFSAC_category	
FoodHumanFoods	bacterial_density	
FoodHumanFoods	coll_site_geo_feat	
FoodHumanFoods	collection_date	
FoodHumanFoods	cons_food_stor_dur	
FoodHumanFoods	cons_food_stor_temp	
FoodHumanFoods	cons_purch_date	
FoodHumanFoods	cons_qty_purchased	
FoodHumanFoods	cult_isol_date	
FoodHumanFoods	cult_result	
FoodHumanFoods	cult_result_org	
FoodHumanFoods	cult_target	
FoodHumanFoods	dietary_claim_use	
FoodHumanFoods	enrichment_protocol	
FoodHumanFoods	experimental_factor	
FoodHumanFoods	ferm_chem_add	
FoodHumanFoods	ferm_chem_add_perc	
FoodHumanFoods	ferm_headspace_oxy	
FoodHumanFoods	ferm_medium	
FoodHumanFoods	ferm_pH	
FoodHumanFoods	ferm_rel_humidity	
FoodHumanFoods	ferm_temp	
FoodHumanFoods	ferm_time	
FoodHumanFoods	ferm_vessel	
FoodHumanFoods	food_additive	
FoodHumanFoods	food_allergen_label	
FoodHumanFoods	food_contact_surf	
FoodHumanFoods	food_contain_wrap	
FoodHumanFoods	food_cooking_proc	
FoodHumanFoods	food_dis_point	
FoodHumanFoods	food_ingredient	
FoodHumanFoods	food_name_status	
FoodHumanFoods	food_origin	
FoodHumanFoods	food_pack_capacity	
FoodHumanFoods	food_pack_integrity	
FoodHumanFoods	food_pack_medium	
FoodHumanFoods	food_preserv_proc	
FoodHumanFoods	food_prior_contact	
FoodHumanFoods	food_prod	
FoodHumanFoods	food_prod_synonym	
FoodHumanFoods	food_product_qual	
FoodHumanFoods	food_product_type	
FoodHumanFoods	food_quality_date	
FoodHumanFoods	food_source	
FoodHumanFoods	food_trace_list	
FoodHumanFoods	food_trav_mode	
FoodHumanFoods	food_trav_vehic	
FoodHumanFoods	food_treat_proc	
FoodHumanFoods	genetic_mod	
FoodHumanFoods	geo_loc_name	
FoodHumanFoods	intended_consumer	
FoodHumanFoods	lat_lon	
FoodHumanFoods	library_prep_kit	
FoodHumanFoods	lot_number	
FoodHumanFoods	microb_cult_med	
FoodHumanFoods	microb_start	
FoodHumanFoods	microb_start_count	
FoodHumanFoods	microb_start_inoc	
