accession	latitude	longitude	osm_type	osm_id	feature_latitude	feature_longitude	distance_meters	name	tags	characteristic_score	rank
SAMEA7724195	45.046708	-123.895233	way	553424063	45.0454659	-123.8998993	391.7546654892915	Toketa Creek	{'intermittent': 'yes', 'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.8522373136367754	73
SAMEA7724195	45.046708	-123.895233	relation	3159155	45.0528514	-123.8996673	766.8080519081429	TransAmerica Trail (Oregon)	{'cycle_network': 'US:ACA', 'name': 'TransAmerica Trail (Oregon)', 'network': 'rcn', 'operator': 'Adventure Cycling', 'ref': 'TA', 'route': 'bicycle', 'source': 'http://www.adventurecycling.org/', 'type': 'route'}	0.8208598927735897	106
SAMEA7724195	45.046708	-123.895233	relation	1467877	45.0528514	-123.8996673	766.8080519081429	Oregon Coast Scenic Bikeway	{'name': 'Oregon Coast Scenic Bikeway', 'network': 'rcn', 'ref': 'OC', 'route': 'bicycle', 'type': 'route'}	0.8034469797366814	117
SAMEA7724195	45.046708	-123.895233	way	1289477012	45.0528514	-123.8996673	766.8080519081429	Slab Creek Road	{'alt_name': 'United States Forest Service Road 11;USFS Old Highway 101', 'highway': 'tertiary', 'lanes': '2', 'name': 'Slab Creek Road', 'ref': 'NF 11', 'short_name': 'USFS 11 Rd;USFS 1100 Rd', 'surface': 'asphalt'}	0.7779186789522349	139
SAMEA7724195	45.046708	-123.895233	way	640733232	45.0449266	-123.8962662	214.06924983269303	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.7247246178843505	190
SAMEA7724195	45.046708	-123.895233	relation	186396	45.0449266	-123.8962662	214.06924983269303	Rose Lodge	{'boundary': 'census', 'gnis:feature_id': '2409209', 'name': 'Rose Lodge', 'source': 'TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/)', 'type': 'boundary', 'wikidata': 'Q2688786', 'wikipedia': 'en:Rose Lodge, Oregon'}	0.7247246178843505	191
SAMEA7724195	45.046708	-123.895233	way	1290120562	45.0436615	-123.8932375	373.27446351605204	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.685097112555579	223
SAMEA7724195	45.046708	-123.895233	way	5469920	45.048819	-123.883394	959.2484012074518		{'highway': 'track'}	0.6504906721475527	231
SAMEA7724195	45.046708	-123.895233	way	5242303	45.0546101	-123.9009554	986.9898857081556	United States Forest Service Road 1100-132	{'alt_name': 'USFS Lower Cascade Head', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-132', 'ref': 'FR 1100-132', 'short_name': 'USFS 1100-132 Rd;USFS 11-132 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.0	282
SAMEA7724196	45.044492	-123.893006	way	1290120562	45.04369	-123.8930254	89.1913554403614	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.9247561295817289	8
SAMEA7724196	45.044492	-123.893006	way	5242375	45.0481439	-123.8915387	422.117936713681	United States Forest Service Road 1100-134	{'alt_name': 'USFS Hub Wheel', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-134', 'ref': 'FR 1100-134', 'short_name': 'USFS 1100-134 Rd;USFS 11-134 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.8337789642973279	104
SAMEA7724196	45.044492	-123.893006	way	5242387	45.051464	-123.893053	775.259821482098	United States Forest Service Road 1100-133	{'alt_name': 'USFS Hub Creek', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-133', 'ref': 'FR 1100-133', 'short_name': 'USFS 1100-133 Rd;USFS 11-133 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.820074599226833	118
SAMEA7724196	45.044492	-123.893006	way	751688948	45.0526795	-123.894431	917.2654562114608		{'landuse': 'forest'}	0.8185234209858274	130
SAMEA7724196	45.044492	-123.893006	way	1031829875	45.0526795	-123.894431	917.2654562114608		{'landuse': 'forest'}	0.8185234209858274	131
SAMEA7724196	45.044492	-123.893006	relation	4654816	45.0526795	-123.894431	917.2654562114608	Siuslaw National Forest	{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Siuslaw National Forest', 'operator': 'United States Forest Service', 'operator:short': 'USFS', 'operator:type': 'public', 'operator:wikidata': 'Q1891156', 'operator:wikipedia': 'en:United States Forest Service', 'ownership': 'national', 'protect_class': '6', 'protected': 'perpetuity', 'protected_area': 'forest_reserve', 'protection_title': 'National Forest', 'source': 'National Forest Service', 'type': 'multipolygon', 'wikidata': 'Q1165341', 'wikipedia': 'en:Siuslaw National Forest'}	0.8185234209858274	132
SAMEA7724196	45.044492	-123.893006	way	553423812	45.0475591	-123.9036923	906.1797919648017	Toketa Creek	{'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.805803433320026	153
SAMEA7724196	45.044492	-123.893006	way	553196120	45.0499123	-123.8961587	651.6176609804764	Kingston Creek	{'name': 'Kingston Creek', 'source': 'NHD', 'waterway': 'stream'}	0.8027914972099193	159
SAMEA7724196	45.044492	-123.893006	way	553424063	45.0454659	-123.8998993	552.2926850548854	Toketa Creek	{'intermittent': 'yes', 'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.7916853122845605	178
SAMEA7724196	45.044492	-123.893006	way	157032646	45.0455697	-123.8991548	497.721130400221		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.7855943983423657	188
SAMEA7724196	45.044492	-123.893006	way	640733210	45.0455697	-123.8991548	497.721130400221		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.7855943983423657	189
SAMEA7724196	45.044492	-123.893006	way	640733231	45.0455697	-123.8991548	497.721130400221	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.7855943983423657	190
SAMEA7724196	45.044492	-123.893006	relation	1837122	45.0455697	-123.8991548	497.721130400221	Lincoln County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Lincoln County', 'nist:fips_code': '41041', 'nist:state_fips': '41', 'population': '47038', 'type': 'boundary', 'wikidata': 'Q302852', 'wikipedia': 'en:Lincoln County, Oregon'}	0.7855943983423657	191
SAMEA7724196	45.044492	-123.893006	relation	1837128	45.0455697	-123.8991548	497.721130400221	Tillamook County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Tillamook County', 'nist:fips_code': '41057', 'nist:state_fips': '41', 'population': '25653', 'type': 'boundary', 'wikidata': 'Q495359', 'wikipedia': 'en:Tillamook County, Oregon'}	0.7855943983423657	192
SAMEA7724196	45.044492	-123.893006	way	640733232	45.043361	-123.8944	166.7660419209656	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.7855526379917398	193
SAMEA7724196	45.044492	-123.893006	relation	186396	45.043361	-123.8944	166.7660419209656	Rose Lodge	{'boundary': 'census', 'gnis:feature_id': '2409209', 'name': 'Rose Lodge', 'source': 'TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/)', 'type': 'boundary', 'wikidata': 'Q2688786', 'wikipedia': 'en:Rose Lodge, Oregon'}	0.7855526379917398	194
SAMEA7724196	45.044492	-123.893006	way	1289761177	45.038472	-123.888612	753.1766795796425	United States Forest Service Road 1888	{'alt_name': 'USFS Panther Creek', 'highway': 'track', 'name': 'United States Forest Service Road 1888', 'ref': 'FR 1888', 'short_name': 'USFS 1888 Rd', 'tiger:cfcc': 'A41', 'tiger:county': 'Lincoln, OR', 'tiger:reviewed': 'no'}	0.7631354456580488	220
SAMEA7724196	45.044492	-123.893006	way	1290110953	45.0371413	-123.8903254	844.0601710232928	United States Forest Service Road 1888-118	{'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1888-118', 'ref': 'FR 1888-118', 'short_name': 'USFS 1888-118 Rd', 'surface': 'gravel'}	0.7573426216511974	245
SAMEA7724196	45.044492	-123.893006	way	553424015	45.0364439	-123.8938908	897.604102064205	Deer Creek	{'intermittent': 'yes', 'name': 'Deer Creek', 'source': 'NHD', 'waterway': 'stream'}	0.7500135594077069	256
SAMEA7724196	45.044492	-123.893006	way	5469920	45.048819	-123.883394	895.3986088200697		{'highway': 'track'}	0.6737548214468811	265
SAMEA7724196	45.044492	-123.893006	way	5461545	45.042717	-123.881225	946.4052215912282	United States Forest Service Road 1861-115	{'alt_name': 'USFS East Green Point', 'highway': 'track', 'name': 'United States Forest Service Road 1861-115', 'ref': 'FR 1861-115', 'short_name': 'USFS 1861-115 Rd', 'surface': 'gravel'}	0.0	305
SAMEA7724197	45.0437	-123.894378	way	1290120562	45.0433012	-123.8940213	52.45788275076857	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.9557453285396591	7
SAMEA7724197	45.0437	-123.894378	way	640733232	45.043546	-123.894775	35.58246375693306	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.9542438892322866	8
SAMEA7724197	45.0437	-123.894378	relation	186396	45.043546	-123.894775	35.58246375693306	Rose Lodge	{'boundary': 'census', 'gnis:feature_id': '2409209', 'name': 'Rose Lodge', 'source': 'TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/)', 'type': 'boundary', 'wikidata': 'Q2688786', 'wikipedia': 'en:Rose Lodge, Oregon'}	0.9542438892322866	9
SAMEA7724197	45.0437	-123.894378	way	553424063	45.0454659	-123.8998993	476.1566043431677	Toketa Creek	{'intermittent': 'yes', 'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.8204024477935394	105
SAMEA7724197	45.0437	-123.894378	way	553423812	45.0475591	-123.9036923	848.3061869781086	Toketa Creek	{'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.8182058897524747	111
SAMEA7724197	45.0437	-123.894378	way	157032646	45.0455697	-123.8991548	429.02962008503494		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.815184953571669	117
SAMEA7724197	45.0437	-123.894378	way	640733210	45.0455697	-123.8991548	429.02962008503494		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.815184953571669	118
SAMEA7724197	45.0437	-123.894378	way	640733231	45.0455697	-123.8991548	429.02962008503494	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.815184953571669	119
SAMEA7724197	45.0437	-123.894378	relation	1837122	45.0455697	-123.8991548	429.02962008503494	Lincoln County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Lincoln County', 'nist:fips_code': '41041', 'nist:state_fips': '41', 'population': '47038', 'type': 'boundary', 'wikidata': 'Q302852', 'wikipedia': 'en:Lincoln County, Oregon'}	0.815184953571669	120
SAMEA7724197	45.0437	-123.894378	relation	1837128	45.0455697	-123.8991548	429.02962008503494	Tillamook County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Tillamook County', 'nist:fips_code': '41057', 'nist:state_fips': '41', 'population': '25653', 'type': 'boundary', 'wikidata': 'Q495359', 'wikipedia': 'en:Tillamook County, Oregon'}	0.815184953571669	121
SAMEA7724197	45.0437	-123.894378	way	751688948	45.0526795	-123.894431	998.4835252400259		{'landuse': 'forest'}	0.8024548148679023	163
SAMEA7724197	45.0437	-123.894378	way	1031829875	45.0526795	-123.894431	998.4835252400259		{'landuse': 'forest'}	0.8024548148679023	164
SAMEA7724197	45.0437	-123.894378	relation	4654816	45.0526795	-123.894431	998.4835252400259	Siuslaw National Forest	{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Siuslaw National Forest', 'operator': 'United States Forest Service', 'operator:short': 'USFS', 'operator:type': 'public', 'operator:wikidata': 'Q1891156', 'operator:wikipedia': 'en:United States Forest Service', 'ownership': 'national', 'protect_class': '6', 'protected': 'perpetuity', 'protected_area': 'forest_reserve', 'protection_title': 'National Forest', 'source': 'National Forest Service', 'type': 'multipolygon', 'wikidata': 'Q1165341', 'wikipedia': 'en:Siuslaw National Forest'}	0.8024548148679023	165
SAMEA7724197	45.0437	-123.894378	way	5242387	45.051464	-123.893053	869.5702798534835	United States Forest Service Road 1100-133	{'alt_name': 'USFS Hub Creek', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-133', 'ref': 'FR 1100-133', 'short_name': 'USFS 1100-133 Rd;USFS 11-133 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.7981866507618494	180
SAMEA7724197	45.0437	-123.894378	way	553196120	45.0499123	-123.8961587	704.7997878674066	Kingston Creek	{'name': 'Kingston Creek', 'source': 'NHD', 'waterway': 'stream'}	0.7866962188793987	197
SAMEA7724197	45.0437	-123.894378	way	5242375	45.0481439	-123.8915387	542.1547875334761	United States Forest Service Road 1100-134	{'alt_name': 'USFS Hub Wheel', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-134', 'ref': 'FR 1100-134', 'short_name': 'USFS 1100-134 Rd;USFS 11-134 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.7865110139678748	199
SAMEA7724197	45.0437	-123.894378	way	553424015	45.0364439	-123.8938908	807.7490856927866	Deer Creek	{'intermittent': 'yes', 'name': 'Deer Creek', 'source': 'NHD', 'waterway': 'stream'}	0.7750385516736696	203
SAMEA7724197	45.0437	-123.894378	way	1290110953	45.0371413	-123.8903254	795.7762065594707	United States Forest Service Road 1888-118	{'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1888-118', 'ref': 'FR 1888-118', 'short_name': 'USFS 1888-118 Rd', 'surface': 'gravel'}	0.7712236939198645	213
SAMEA7724197	45.0437	-123.894378	way	1289761177	45.038472	-123.888612	737.0095126506652	United States Forest Service Road 1888	{'alt_name': 'USFS Panther Creek', 'highway': 'track', 'name': 'United States Forest Service Road 1888', 'ref': 'FR 1888', 'short_name': 'USFS 1888 Rd', 'tiger:cfcc': 'A41', 'tiger:county': 'Lincoln, OR', 'tiger:reviewed': 'no'}	0.7682198154924167	233
SAMEA7724198	45.046103	-123.895811	way	157032646	45.0455697	-123.8991548	269.3113431781523		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.8839875242569936	7
SAMEA7724198	45.046103	-123.895811	way	640733210	45.0455697	-123.8991548	269.3113431781523		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.8839875242569936	8
SAMEA7724198	45.046103	-123.895811	way	640733231	45.0455697	-123.8991548	269.3113431781523	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.8839875242569936	9
SAMEA7724198	45.046103	-123.895811	relation	1837122	45.0455697	-123.8991548	269.3113431781523	Lincoln County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Lincoln County', 'nist:fips_code': '41041', 'nist:state_fips': '41', 'population': '47038', 'type': 'boundary', 'wikidata': 'Q302852', 'wikipedia': 'en:Lincoln County, Oregon'}	0.8839875242569936	10
SAMEA7724198	45.046103	-123.895811	relation	1837128	45.0455697	-123.8991548	269.3113431781523	Tillamook County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Tillamook County', 'nist:fips_code': '41057', 'nist:state_fips': '41', 'population': '25653', 'type': 'boundary', 'wikidata': 'Q495359', 'wikipedia': 'en:Tillamook County, Oregon'}	0.8839875242569936	11
SAMEA7724198	45.046103	-123.895811	way	553424063	45.0454659	-123.8998993	328.91223830981903	Toketa Creek	{'intermittent': 'yes', 'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.8759403264548269	27
SAMEA7724198	45.046103	-123.895811	way	553196120	45.0499123	-123.8961587	424.45468675711686	Kingston Creek	{'name': 'Kingston Creek', 'source': 'NHD', 'waterway': 'stream'}	0.871541122517071	32
SAMEA7724198	45.046103	-123.895811	way	553423812	45.0475591	-123.9036923	639.9932368410855	Toketa Creek	{'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.8628478692694466	48
SAMEA7724198	45.046103	-123.895811	way	751688948	45.0526795	-123.894431	739.2657413374224		{'landuse': 'forest'}	0.8537398123827709	65
SAMEA7724198	45.046103	-123.895811	way	1031829875	45.0526795	-123.894431	739.2657413374224		{'landuse': 'forest'}	0.8537398123827709	66
SAMEA7724198	45.046103	-123.895811	relation	4654816	45.0526795	-123.894431	739.2657413374224	Siuslaw National Forest	{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Siuslaw National Forest', 'operator': 'United States Forest Service', 'operator:short': 'USFS', 'operator:type': 'public', 'operator:wikidata': 'Q1891156', 'operator:wikipedia': 'en:United States Forest Service', 'ownership': 'national', 'protect_class': '6', 'protected': 'perpetuity', 'protected_area': 'forest_reserve', 'protection_title': 'National Forest', 'source': 'National Forest Service', 'type': 'multipolygon', 'wikidata': 'Q1165341', 'wikipedia': 'en:Siuslaw National Forest'}	0.8537398123827709	67
SAMEA7724198	45.046103	-123.895811	way	5242387	45.051464	-123.893053	634.2705845456001	United States Forest Service Road 1100-133	{'alt_name': 'USFS Hub Creek', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-133', 'ref': 'FR 1100-133', 'short_name': 'USFS 1100-133 Rd;USFS 11-133 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.852795945358258	72
SAMEA7724198	45.046103	-123.895811	way	5242375	45.0481439	-123.8915387	405.1607220937696	United States Forest Service Road 1100-134	{'alt_name': 'USFS Hub Wheel', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-134', 'ref': 'FR 1100-134', 'short_name': 'USFS 1100-134 Rd;USFS 11-134 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.8404563535565909	83
SAMEA7724198	45.046103	-123.895811	way	640733232	45.0449266	-123.8962662	135.61021976664125	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.8256164531140042	86
SAMEA7724198	45.046103	-123.895811	relation	186396	45.0449266	-123.8962662	135.61021976664125	Rose Lodge	{'boundary': 'census', 'gnis:feature_id': '2409209', 'name': 'Rose Lodge', 'source': 'TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/)', 'type': 'boundary', 'wikidata': 'Q2688786', 'wikipedia': 'en:Rose Lodge, Oregon'}	0.8256164531140042	87
SAMEA7724198	45.046103	-123.895811	relation	3159155	45.0479701	-123.9056298	798.8357832632265	TransAmerica Trail (Oregon)	{'cycle_network': 'US:ACA', 'name': 'TransAmerica Trail (Oregon)', 'network': 'rcn', 'operator': 'Adventure Cycling', 'ref': 'TA', 'route': 'bicycle', 'source': 'http://www.adventurecycling.org/', 'type': 'route'}	0.8133776405790658	107
SAMEA7724198	45.046103	-123.895811	relation	1467877	45.0479701	-123.9056298	798.8357832632265	Oregon Coast Scenic Bikeway	{'name': 'Oregon Coast Scenic Bikeway', 'network': 'rcn', 'ref': 'OC', 'route': 'bicycle', 'type': 'route'}	0.7952374319699895	130
SAMEA7724198	45.046103	-123.895811	way	1289477012	45.0479701	-123.9056298	798.8357832632265	Slab Creek Road	{'alt_name': 'United States Forest Service Road 11;USFS Old Highway 101', 'highway': 'tertiary', 'lanes': '2', 'name': 'Slab Creek Road', 'ref': 'NF 11', 'short_name': 'USFS 11 Rd;USFS 1100 Rd', 'surface': 'asphalt'}	0.7686428753507986	177
SAMEA7724198	45.046103	-123.895811	way	1290120562	45.0435838	-123.893471	335.06194158379816	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.7173340713329173	218
SAMEA7724199	45.045375	-123.893619	way	5242375	45.0481439	-123.8915387	348.57613317227833	United States Forest Service Road 1100-134	{'alt_name': 'USFS Hub Wheel', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-134', 'ref': 'FR 1100-134', 'short_name': 'USFS 1100-134 Rd;USFS 11-134 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.862738157188451	28
SAMEA7724199	45.045375	-123.893619	way	5242387	45.051464	-123.893053	678.524419314045	United States Forest Service Road 1100-133	{'alt_name': 'USFS Hub Creek', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-133', 'ref': 'FR 1100-133', 'short_name': 'USFS 1100-133 Rd;USFS 11-133 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.8425253383490621	71
SAMEA7724199	45.045375	-123.893619	way	751688948	45.0526795	-123.894431	814.7244615623695		{'landuse': 'forest'}	0.838810665852201	79
SAMEA7724199	45.045375	-123.893619	way	1031829875	45.0526795	-123.894431	814.7244615623695		{'landuse': 'forest'}	0.838810665852201	80
SAMEA7724199	45.045375	-123.893619	relation	4654816	45.0526795	-123.894431	814.7244615623695	Siuslaw National Forest	{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Siuslaw National Forest', 'operator': 'United States Forest Service', 'operator:short': 'USFS', 'operator:type': 'public', 'operator:wikidata': 'Q1891156', 'operator:wikipedia': 'en:United States Forest Service', 'ownership': 'national', 'protect_class': '6', 'protected': 'perpetuity', 'protected_area': 'forest_reserve', 'protection_title': 'National Forest', 'source': 'National Forest Service', 'type': 'multipolygon', 'wikidata': 'Q1165341', 'wikipedia': 'en:Siuslaw National Forest'}	0.838810665852201	81
