accession	attribute_name	harmonized_name	display_name	content
SAMEA7723388	read_count_shotgun_r1			10443561.0
SAMEA7723388	read_count_shotgun_rep200			6524581.0
SAMEA7723388	read_count_shotgun_woltka_uniq			3028047.0
SAMEA7723388	sample name	sample_name	sample name	qiita_sid_13114:13114.angenent.65.s001
SAMEA7723388	sample type	sample_type	sample type	bioreactor sludge
SAMEA7723388	sample_name_original			Angenent65.misc.104
SAMEA7723388	sample_name_plus_plate			1.Angenent65.misc.104
SAMEA7723388	sampling method			bulk
SAMEA7723388	songbird_train_empo_3			Test
SAMEA7723388	study_sample_number			1
SAMEA7723389	ENA first public			2020-12-17
SAMEA7723389	ENA last update			2020-12-15
SAMEA7723389	ENA-CHECKLIST			ERC000011
SAMEA7723389	External Id			SAMEA7723389
SAMEA7723389	INSDC center alias			UCSDMI
SAMEA7723389	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723389	INSDC first public			2020-12-17T04:08:05Z
SAMEA7723389	INSDC last update			2020-12-15T22:06:58Z
SAMEA7723389	INSDC status			public
SAMEA7723389	Submitter Id			qiita_sid_13114:13114.angenent.65.s002
SAMEA7723389	alpha_shotgun_woltka_faithspd			206.26695311759454
SAMEA7723389	alpha_shotgun_woltka_min10k_faithspd			205.8779512936328
SAMEA7723389	alpha_shotgun_woltka_min10k_richness			1283.0
SAMEA7723389	alpha_shotgun_woltka_min10k_shannon			2.7475066891664843
SAMEA7723389	alpha_shotgun_woltka_min3450_faithspd			107.7534568
SAMEA7723389	alpha_shotgun_woltka_min3450_richness			701.0
SAMEA7723389	alpha_shotgun_woltka_min3450_shannon			1.936200456
SAMEA7723389	alpha_shotgun_woltka_rar10k_faithspd			46.08030644562631
SAMEA7723389	alpha_shotgun_woltka_rar10k_richness			155.0
SAMEA7723389	alpha_shotgun_woltka_rar10k_shannon			2.7551831806875766
SAMEA7723389	alpha_shotgun_woltka_rar3450_faithspd			15.86416458
SAMEA7723389	alpha_shotgun_woltka_rar3450_richness			59.0
SAMEA7723389	alpha_shotgun_woltka_rar3450_shannon			1.933611494
SAMEA7723389	alpha_shotgun_woltka_richness			1285.0
SAMEA7723389	alpha_shotgun_woltka_shannon			2.7475699381053973
SAMEA7723389	barcode_prefix			angenent.65.s002
SAMEA7723389	collection_timestamp			9/27/12 0:00
SAMEA7723389	elevation	elev	elevation	123
SAMEA7723389	emp500_principal_investigator			Angenent
SAMEA7723389	emp500_study_id			65
SAMEA7723389	emp500_title			Rumen animals and bioreactor
SAMEA7723389	empo_0			EMP sample
SAMEA7723389	empo_1			Host-associated
SAMEA7723389	empo_2			Animal
SAMEA7723389	empo_3			Animal proximal gut
SAMEA7723389	env biome	env_broad_scale	broad-scale environmental context	urban biome
SAMEA7723389	env feature	env_local_scale	local-scale environmental context	anaerobic bioreactor
SAMEA7723389	env package	env_package	environmental package	wastewater/sludge
SAMEA7723389	env_material	env_medium	environmental medium	anaerobic sludge
SAMEA7723389	environmental_package	env_package	environmental package	host-associated
SAMEA7723389	gcms_analysis_batch			note applicable
SAMEA7723389	gcms_run_location			UCSD
SAMEA7723389	gcms_sample_name			EMP_Feces_angenent_65_s002_a03_M_186
SAMEA7723389	gcms_sequence			186
SAMEA7723389	geo loc name	geo_loc_name	geographic location	USA: State of New York,City of Ithaca
SAMEA7723389	host subject id	host_subject_id	host subject id	LTA.misc.519
SAMEA7723389	investigation type	investigation_type	investigation type	metagenome
SAMEA7723389	latitude			42.44
SAMEA7723389	lcms_batch			5.00
SAMEA7723389	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723389	lcms_position			5A3
SAMEA7723389	lcms_replicate			no
SAMEA7723389	lcms_sample_name_cmn			5A3_2_9_angenent-65-s002-a04
SAMEA7723389	lcms_sample_name_fbmn			5A3_2_9_angenent-65-s002-a04.mzML
SAMEA7723389	lcms_sample_type			Sample
SAMEA7723389	lcms_sample_type_sub			Bulk
SAMEA7723389	longitude			-76.5
SAMEA7723389	original sample id			Angenent65.misc.519
SAMEA7723389	physical_specimen_location			UCSD Knight Lab Freezer I
SAMEA7723389	physical_specimen_remaining			TRUE
SAMEA7723389	project name	project_name	project name	Corn Beer Fermentation Bioreactor
SAMEA7723389	read_count_shotgun_r1			12716323.0
SAMEA7723389	read_count_shotgun_rep200			6950525.0
SAMEA7723389	read_count_shotgun_woltka_uniq			5225016.0
SAMEA7723389	sample name	sample_name	sample name	qiita_sid_13114:13114.angenent.65.s002
SAMEA7723389	sample type	sample_type	sample type	bioreactor sludge
SAMEA7723389	sample_name_original			Angenent65.misc.519
SAMEA7723389	sample_name_plus_plate			5.Angenent65.misc.519
SAMEA7723389	sampling method			bulk
SAMEA7723389	songbird_train_empo_3			Test
SAMEA7723389	study_sample_number			2
SAMEA7723390	ENA first public			2020-12-17
SAMEA7723390	ENA last update			2020-12-15
SAMEA7723390	ENA-CHECKLIST			ERC000011
SAMEA7723390	External Id			SAMEA7723390
SAMEA7723390	INSDC center alias			UCSDMI
SAMEA7723390	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723390	INSDC first public			2020-12-17T04:08:05Z
SAMEA7723390	INSDC last update			2020-12-15T22:06:58Z
SAMEA7723390	INSDC status			public
SAMEA7723390	Submitter Id			qiita_sid_13114:13114.angenent.65.s005
SAMEA7723390	alpha_shotgun_woltka_faithspd			144.5528776640933
SAMEA7723390	alpha_shotgun_woltka_min10k_faithspd			144.5528776640933
SAMEA7723390	alpha_shotgun_woltka_min10k_richness			788.0
SAMEA7723390	alpha_shotgun_woltka_min10k_shannon			3.934924502507544
SAMEA7723390	alpha_shotgun_woltka_min3450_faithspd			72.01594819
SAMEA7723390	alpha_shotgun_woltka_min3450_richness			390.0
SAMEA7723390	alpha_shotgun_woltka_min3450_shannon			3.178508864
SAMEA7723390	alpha_shotgun_woltka_rar10k_faithspd			50.22961466305425
SAMEA7723390	alpha_shotgun_woltka_rar10k_richness			186.0
SAMEA7723390	alpha_shotgun_woltka_rar10k_shannon			3.9260344276640717
SAMEA7723390	alpha_shotgun_woltka_rar3450_faithspd			19.3422969
SAMEA7723390	alpha_shotgun_woltka_rar3450_richness			72.0
SAMEA7723390	alpha_shotgun_woltka_rar3450_shannon			3.127986121
SAMEA7723390	alpha_shotgun_woltka_richness			788.0
SAMEA7723390	alpha_shotgun_woltka_shannon			3.934924502507544
SAMEA7723390	barcode_prefix			angenent.65.s005
SAMEA7723390	collection_timestamp			7/13/15 0:00
SAMEA7723390	elevation	elev	elevation	123
SAMEA7723390	emp500_principal_investigator			Angenent
SAMEA7723390	emp500_study_id			65
SAMEA7723390	emp500_title			Rumen animals and bioreactor
SAMEA7723390	empo_0			EMP sample
SAMEA7723390	empo_1			Host-associated
SAMEA7723390	empo_2			Animal
SAMEA7723390	empo_3			Animal proximal gut
SAMEA7723390	env biome	env_broad_scale	broad-scale environmental context	urban biome
SAMEA7723390	env feature	env_local_scale	local-scale environmental context	anaerobic bioreactor
SAMEA7723390	env package	env_package	environmental package	wastewater/sludge
SAMEA7723390	env_material	env_medium	environmental medium	anaerobic sludge
SAMEA7723390	environmental_package	env_package	environmental package	host-associated
SAMEA7723390	gcms_analysis_batch			note applicable
SAMEA7723390	gcms_run_location			UCSD
SAMEA7723390	gcms_sample_name			EMP_Feces_angenent_65_s005_a03_M_187
SAMEA7723390	gcms_sequence			187
SAMEA7723390	geo loc name	geo_loc_name	geographic location	USA: State of New York,City of Ithaca
SAMEA7723390	host subject id	host_subject_id	host subject id	LTA.misc.1538
SAMEA7723390	investigation type	investigation_type	investigation type	metagenome
SAMEA7723390	latitude			42.44
SAMEA7723390	lcms_batch			5.00
SAMEA7723390	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723390	lcms_position			5A6
SAMEA7723390	lcms_replicate			no
SAMEA7723390	lcms_sample_name_cmn			5A6_2_19_angenent-65-s005-a04
SAMEA7723390	lcms_sample_name_fbmn			5A6_2_19_angenent-65-s005-a04.mzML
SAMEA7723390	lcms_sample_type			Sample
SAMEA7723390	lcms_sample_type_sub			Bulk
SAMEA7723390	longitude			-76.5
SAMEA7723390	original sample id			Angenent65.misc.1538
SAMEA7723390	physical_specimen_location			UCSD Knight Lab Freezer I
SAMEA7723390	physical_specimen_remaining			TRUE
SAMEA7723390	project name	project_name	project name	Corn Beer Fermentation Bioreactor
SAMEA7723390	read_count_shotgun_r1			4697336.0
SAMEA7723390	read_count_shotgun_rep200			1473829.0
SAMEA7723390	read_count_shotgun_woltka_uniq			884685.0
SAMEA7723390	sample name	sample_name	sample name	qiita_sid_13114:13114.angenent.65.s005
SAMEA7723390	sample type	sample_type	sample type	bioreactor sludge
SAMEA7723390	sample_name_original			Angenent65.misc.1538
SAMEA7723390	sample_name_plus_plate			1.Angenent65.misc.1538
SAMEA7723390	sampling method			bulk
SAMEA7723390	songbird_train_empo_3			Train
SAMEA7723390	study_sample_number			5
SAMEA7723391	ENA first public			2020-12-17
SAMEA7723391	ENA last update			2020-12-15
SAMEA7723391	ENA-CHECKLIST			ERC000011
SAMEA7723391	External Id			SAMEA7723391
SAMEA7723391	INSDC center alias			UCSDMI
SAMEA7723391	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723391	INSDC first public			2020-12-17T04:08:05Z
SAMEA7723391	INSDC last update			2020-12-15T22:06:58Z
SAMEA7723391	INSDC status			public
SAMEA7723391	Submitter Id			qiita_sid_13114:13114.angenent.65.s007
SAMEA7723391	alpha_shotgun_woltka_faithspd			149.90229443571252
SAMEA7723391	alpha_shotgun_woltka_min10k_faithspd			149.90229443571252
SAMEA7723391	alpha_shotgun_woltka_min10k_richness			842.0
SAMEA7723391	alpha_shotgun_woltka_min10k_shannon			4.530167460325922
SAMEA7723391	alpha_shotgun_woltka_min3450_faithspd			71.95596657
SAMEA7723391	alpha_shotgun_woltka_min3450_richness			373.0
SAMEA7723391	alpha_shotgun_woltka_min3450_shannon			3.437899971
SAMEA7723391	alpha_shotgun_woltka_rar10k_faithspd			56.93339701136573
SAMEA7723391	alpha_shotgun_woltka_rar10k_richness			217.0
SAMEA7723391	alpha_shotgun_woltka_rar10k_shannon			4.503652563907068
SAMEA7723391	alpha_shotgun_woltka_rar3450_faithspd			30.45152722
SAMEA7723391	alpha_shotgun_woltka_rar3450_richness			117.0
SAMEA7723391	alpha_shotgun_woltka_rar3450_shannon			3.47003205
SAMEA7723391	alpha_shotgun_woltka_richness			842.0
SAMEA7723391	alpha_shotgun_woltka_shannon			4.530167460325922
SAMEA7723391	barcode_prefix			angenent.65.s007
SAMEA7723391	collection_timestamp			1/13/15 0:00
SAMEA7723391	elevation	elev	elevation	123
SAMEA7723391	emp500_principal_investigator			Angenent
SAMEA7723391	emp500_study_id			65
SAMEA7723391	emp500_title			Rumen animals and bioreactor
SAMEA7723391	empo_0			EMP sample
SAMEA7723391	empo_1			Host-associated
SAMEA7723391	empo_2			Animal
SAMEA7723391	empo_3			Animal proximal gut
SAMEA7723391	env biome	env_broad_scale	broad-scale environmental context	urban biome
SAMEA7723391	env feature	env_local_scale	local-scale environmental context	anaerobic bioreactor
SAMEA7723391	env package	env_package	environmental package	wastewater/sludge
SAMEA7723391	env_material	env_medium	environmental medium	anaerobic sludge
SAMEA7723391	environmental_package	env_package	environmental package	host-associated
SAMEA7723391	gcms_analysis_batch			note applicable
SAMEA7723391	gcms_run_location			UCSD
SAMEA7723391	gcms_sample_name			EMP_Feces_angenent_65_s007_a03_M_189
SAMEA7723391	gcms_sequence			189
SAMEA7723391	geo loc name	geo_loc_name	geographic location	USA: State of New York,City of Ithaca
SAMEA7723391	host subject id	host_subject_id	host subject id	LTA.misc.1722
SAMEA7723391	investigation type	investigation_type	investigation type	metagenome
SAMEA7723391	latitude			42.44
SAMEA7723391	lcms_batch			5.00
SAMEA7723391	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723391	lcms_position			5A2
SAMEA7723391	lcms_replicate			no
SAMEA7723391	lcms_sample_name_cmn			5A2_2_3_angenent-65-s007-a04
SAMEA7723391	lcms_sample_name_fbmn			5A2_2_3_angenent-65-s007-a04.mzML
SAMEA7723391	lcms_sample_type			Sample
SAMEA7723391	lcms_sample_type_sub			Bulk
SAMEA7723391	longitude			-76.5
SAMEA7723391	original sample id			Angenent65.misc.1722
SAMEA7723391	physical_specimen_location			UCSD Knight Lab Freezer I
SAMEA7723391	physical_specimen_remaining			TRUE
SAMEA7723391	project name	project_name	project name	Corn Beer Fermentation Bioreactor
SAMEA7723391	read_count_shotgun_r1			13106283.0
SAMEA7723391	read_count_shotgun_rep200			1194312.0
SAMEA7723391	read_count_shotgun_woltka_uniq			548054.0
SAMEA7723391	sample name	sample_name	sample name	qiita_sid_13114:13114.angenent.65.s007
SAMEA7723391	sample type	sample_type	sample type	bioreactor sludge
SAMEA7723391	sample_name_original			Angenent65.misc.1722
SAMEA7723391	sample_name_plus_plate			1.Angenent65.misc.1722
SAMEA7723391	sampling method			bulk
SAMEA7723391	songbird_train_empo_3			Train
SAMEA7723391	study_sample_number			7
SAMEA7723392	ENA first public			2020-12-17
SAMEA7723392	ENA last update			2020-12-15
SAMEA7723392	ENA-CHECKLIST			ERC000011
SAMEA7723392	External Id			SAMEA7723392
SAMEA7723392	INSDC center alias			UCSDMI
SAMEA7723392	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723392	INSDC first public			2020-12-17T04:08:05Z
SAMEA7723392	INSDC last update			2020-12-15T22:06:59Z
SAMEA7723392	INSDC status			public
SAMEA7723392	Submitter Id			qiita_sid_13114:13114.berry.2.s004
SAMEA7723392	alpha_shotgun_woltka_faithspd			83.8942142556516
SAMEA7723392	alpha_shotgun_woltka_richness			232.0
SAMEA7723392	alpha_shotgun_woltka_shannon			5.458109766996946
SAMEA7723392	barcode_prefix			berry.2.s004
SAMEA7723392	collection_timestamp			8/13/02 0:00
SAMEA7723392	depth_sample			0.41
SAMEA7723392	elevation	elev	elevation	75.6
SAMEA7723392	emp500_principal_investigator			Berry
SAMEA7723392	emp500_study_id			2
SAMEA7723392	emp500_title			Postglacial pond sediment profiles
SAMEA7723392	empo_0			EMP sample
SAMEA7723392	empo_1			Free-living
SAMEA7723392	empo_2			Non-saline
SAMEA7723392	empo_3			Sediment (non-saline)
SAMEA7723392	env biome	env_broad_scale	broad-scale environmental context	Small lake biome
SAMEA7723392	env feature	env_local_scale	local-scale environmental context	pond bed
SAMEA7723392	env package	env_package	environmental package	sediment
SAMEA7723392	env_material	env_medium	environmental medium	lake sediment
SAMEA7723392	environmental_package	env_package	environmental package	sediment
SAMEA7723392	gcms_analysis_batch			note applicable
SAMEA7723392	gcms_run_location			UCSD
SAMEA7723392	gcms_sample_name			EMP_Feces_berry_2_s004_a03_M_092
SAMEA7723392	gcms_sequence			092
SAMEA7723392	geo loc name	geo_loc_name	geographic location	USA: State of Massachusetts,Hampden County
SAMEA7723392	host subject id	host_subject_id	host subject id	Do41
SAMEA7723392	investigation type	investigation_type	investigation type	metagenome
SAMEA7723392	latitude			42.17566
SAMEA7723392	lcms_batch			1.00
SAMEA7723392	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723392	lcms_position			1C7
SAMEA7723392	lcms_replicate			no
SAMEA7723392	lcms_sample_name_cmn			1C7_1_41_berry-2-s004-a04
SAMEA7723392	lcms_sample_name_fbmn			1C7_1_41_berry-2-s004-a04.mzML
SAMEA7723392	lcms_sample_type			Sample
SAMEA7723392	lcms_sample_type_sub			Bulk
SAMEA7723392	longitude			-72.7
SAMEA7723392	original sample id			Berry2.sediment.Do41
SAMEA7723392	physical_specimen_location			UCSD Knight Lab Freezer I and Berry Lab -80C Freezer, UC Davis
SAMEA7723392	physical_specimen_remaining			FALSE
SAMEA7723392	project name	project_name	project name	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles
SAMEA7723392	read_count_shotgun_r1			6355810.0
SAMEA7723392	read_count_shotgun_rep200			2514.0
SAMEA7723392	read_count_shotgun_woltka_uniq			5919.0
SAMEA7723392	samp_store_dur	samp_store_dur	sample storage duration	2002-2016
SAMEA7723392	samp_store_loc	samp_store_loc	sample storage location	Davis CA
SAMEA7723392	samp_store_temp	samp_store_temp	sample storage temperature	-80
SAMEA7723392	sample name	sample_name	sample name	qiita_sid_13114:13114.berry.2.s004
SAMEA7723392	sample type	sample_type	sample type	sediment
SAMEA7723392	sample_name_original			Berry2.sediment.Do41
SAMEA7723392	sample_name_plus_plate			1.Berry2.sediment.Do41
SAMEA7723392	sampling method			bulk
SAMEA7723392	songbird_train_empo_3			Test
SAMEA7723392	study_sample_number			4
SAMEA7723392	tier			1
SAMEA7723393	ENA first public			2020-12-17
SAMEA7723393	ENA last update			2020-12-15
SAMEA7723393	ENA-CHECKLIST			ERC000011
SAMEA7723393	External Id			SAMEA7723393
SAMEA7723393	INSDC center alias			UCSDMI
SAMEA7723393	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723393	INSDC first public			2020-12-17T04:08:05Z
SAMEA7723393	INSDC last update			2020-12-15T22:06:59Z
SAMEA7723393	INSDC status			public
SAMEA7723393	Submitter Id			qiita_sid_13114:13114.berry.2.s007
SAMEA7723393	alpha_shotgun_woltka_faithspd			109.95777297524342
SAMEA7723393	alpha_shotgun_woltka_richness			435.0
SAMEA7723393	alpha_shotgun_woltka_shannon			6.836458057461001
SAMEA7723393	barcode_prefix			berry.2.s007
SAMEA7723393	collection_timestamp			8/21/02 0:00
SAMEA7723393	depth_sample			0.05
SAMEA7723393	elevation	elev	elevation	69.8
SAMEA7723393	emp500_principal_investigator			Berry
SAMEA7723393	emp500_study_id			2
SAMEA7723393	emp500_title			Postglacial pond sediment profiles
SAMEA7723393	empo_0			EMP sample
SAMEA7723393	empo_1			Free-living
SAMEA7723393	empo_2			Non-saline
SAMEA7723393	empo_3			Sediment (non-saline)
SAMEA7723393	env biome	env_broad_scale	broad-scale environmental context	Small lake biome
SAMEA7723393	env feature	env_local_scale	local-scale environmental context	pond bed
SAMEA7723393	env package	env_package	environmental package	sediment
SAMEA7723393	env_material	env_medium	environmental medium	lake sediment
SAMEA7723393	environmental_package	env_package	environmental package	sediment
SAMEA7723393	gcms_analysis_batch			note applicable
SAMEA7723393	gcms_run_location			UCSD
SAMEA7723393	gcms_sample_name			EMP_Feces_berry_2_s007_a03_M_098
SAMEA7723393	gcms_sequence			098
SAMEA7723393	geo loc name	geo_loc_name	geographic location	USA: State of Massachusetts,Town of Ludlow
SAMEA7723393	host subject id	host_subject_id	host subject id	Pi5
SAMEA7723393	investigation type	investigation_type	investigation type	metagenome
SAMEA7723393	latitude			42.30844
SAMEA7723393	lcms_batch			1.00
SAMEA7723393	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723393	lcms_position			1B6
SAMEA7723393	lcms_replicate			no
SAMEA7723393	lcms_sample_name_cmn			1B6_1_27_berry-2-s007-a04
SAMEA7723393	lcms_sample_name_fbmn			1B6_1_27_berry-2-s007-a04.mzML
SAMEA7723393	lcms_sample_type			Sample
SAMEA7723393	lcms_sample_type_sub			Bulk
SAMEA7723393	longitude			-71.3412
SAMEA7723393	original sample id			Berry2.sediment.Pi5
SAMEA7723393	physical_specimen_location			UCSD Knight Lab Freezer I and Berry Lab -80C Freezer, UC Davis
SAMEA7723393	physical_specimen_remaining			FALSE
SAMEA7723393	project name	project_name	project name	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles
SAMEA7723393	read_count_shotgun_r1			3081491.0
SAMEA7723393	read_count_shotgun_rep200			8926.0
SAMEA7723393	read_count_shotgun_woltka_uniq			2442.0
SAMEA7723393	samp_store_dur	samp_store_dur	sample storage duration	2002-2016
SAMEA7723393	samp_store_loc	samp_store_loc	sample storage location	Davis CA
SAMEA7723393	samp_store_temp	samp_store_temp	sample storage temperature	-80
SAMEA7723393	sample name	sample_name	sample name	qiita_sid_13114:13114.berry.2.s007
SAMEA7723393	sample type	sample_type	sample type	sediment
SAMEA7723393	sample_name_original			Berry2.sediment.Pi5
SAMEA7723393	sample_name_plus_plate			2.Berry2.sediment.Pi5
SAMEA7723393	sampling method			bulk
SAMEA7723393	songbird_train_empo_3			Train
SAMEA7723393	study_sample_number			7
SAMEA7723393	tier			1
SAMEA7723394	ENA first public			2020-12-17
SAMEA7723394	ENA last update			2020-12-15
SAMEA7723394	ENA-CHECKLIST			ERC000011
SAMEA7723394	External Id			SAMEA7723394
SAMEA7723394	INSDC center alias			UCSDMI
SAMEA7723394	INSDC center name			University of California San Diego Microbiome Initiative
SAMEA7723394	INSDC first public			2020-12-17T04:08:05Z
SAMEA7723394	INSDC last update			2020-12-15T22:06:59Z
SAMEA7723394	INSDC status			public
SAMEA7723394	Submitter Id			qiita_sid_13114:13114.berry.2.s008
SAMEA7723394	alpha_shotgun_woltka_faithspd			205.26333828426758
SAMEA7723394	alpha_shotgun_woltka_min10k_faithspd			203.2265605917073
SAMEA7723394	alpha_shotgun_woltka_min10k_richness			880.0
SAMEA7723394	alpha_shotgun_woltka_min10k_shannon			6.995720210380093
SAMEA7723394	alpha_shotgun_woltka_min3450_faithspd			77.56692278
SAMEA7723394	alpha_shotgun_woltka_min3450_richness			376.0
SAMEA7723394	alpha_shotgun_woltka_min3450_shannon			6.884871531
SAMEA7723394	alpha_shotgun_woltka_rar10k_faithspd			198.60452585458802
SAMEA7723394	alpha_shotgun_woltka_rar10k_richness			851.0
SAMEA7723394	alpha_shotgun_woltka_rar10k_shannon			6.9837479061522965
SAMEA7723394	alpha_shotgun_woltka_rar3450_faithspd			76.58953462
SAMEA7723394	alpha_shotgun_woltka_rar3450_richness			368.0
SAMEA7723394	alpha_shotgun_woltka_rar3450_shannon			6.864681908
SAMEA7723394	alpha_shotgun_woltka_richness			888.0
SAMEA7723394	alpha_shotgun_woltka_shannon			7.0077368356012855
SAMEA7723394	barcode_prefix			berry.2.s008
SAMEA7723394	collection_timestamp			8/21/02 0:00
SAMEA7723394	depth_sample			0.11
SAMEA7723394	elevation	elev	elevation	69.8
SAMEA7723394	emp500_principal_investigator			Berry
SAMEA7723394	emp500_study_id			2
SAMEA7723394	emp500_title			Postglacial pond sediment profiles
SAMEA7723394	empo_0			EMP sample
SAMEA7723394	empo_1			Free-living
SAMEA7723394	empo_2			Non-saline
SAMEA7723394	empo_3			Sediment (non-saline)
SAMEA7723394	env biome	env_broad_scale	broad-scale environmental context	Small lake biome
SAMEA7723394	env feature	env_local_scale	local-scale environmental context	pond bed
SAMEA7723394	env package	env_package	environmental package	sediment
SAMEA7723394	env_material	env_medium	environmental medium	lake sediment
SAMEA7723394	environmental_package	env_package	environmental package	sediment
SAMEA7723394	gcms_analysis_batch			note applicable
SAMEA7723394	gcms_run_location			UCSD
SAMEA7723394	gcms_sample_name			EMP_Feces_berry_2_s008_a03_M_096
SAMEA7723394	gcms_sequence			096
SAMEA7723394	geo loc name	geo_loc_name	geographic location	USA: State of Massachusetts,Town of Ludlow
SAMEA7723394	host subject id	host_subject_id	host subject id	Pi11
SAMEA7723394	investigation type	investigation_type	investigation type	metagenome
SAMEA7723394	latitude			42.30844
SAMEA7723394	lcms_batch			1.00
SAMEA7723394	lcms_extraction_protocol			Bulk_201901_UCSD
SAMEA7723394	lcms_position			1E3
SAMEA7723394	lcms_replicate			no
SAMEA7723394	lcms_sample_name_cmn			1E3_1_73_berry-2-s008-a04
SAMEA7723394	lcms_sample_name_fbmn			1E3_1_73_berry-2-s008-a04.mzML
SAMEA7723394	lcms_sample_type			Sample
SAMEA7723394	lcms_sample_type_sub			Bulk
SAMEA7723394	longitude			-71.3412
SAMEA7723394	original sample id			Berry2.sediment.Pi11
SAMEA7723394	physical_specimen_location			UCSD Knight Lab Freezer I and Berry Lab -80C Freezer, UC Davis
SAMEA7723394	physical_specimen_remaining			FALSE
SAMEA7723394	project name	project_name	project name	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles
SAMEA7723394	read_count_shotgun_r1			15823305.0
SAMEA7723394	read_count_shotgun_rep200			18536.0
SAMEA7723394	read_count_shotgun_woltka_uniq			11736.0
