accession	latitude	longitude	osm_type	osm_id	feature_latitude	feature_longitude	distance_meters	name	tags	characteristic_score	rank
SAMEA7724195	45.046708	-123.895233	relation	3159155	45.0528514	-123.8996673	766.808051908143	TransAmerica Trail (Oregon)	{'cycle_network': 'US:ACA', 'name': 'TransAmerica Trail (Oregon)', 'network': 'rcn', 'operator': 'Adventure Cycling', 'ref': 'TA', 'route': 'bicycle', 'source': 'http://www.adventurecycling.org/', 'type': 'route'}	0.82085989277359	106
SAMEA7724195	45.046708	-123.895233	relation	1467877	45.0528514	-123.8996673	766.808051908143	Oregon Coast Scenic Bikeway	{'name': 'Oregon Coast Scenic Bikeway', 'network': 'rcn', 'ref': 'OC', 'route': 'bicycle', 'type': 'route'}	0.803446979736681	117
SAMEA7724195	45.046708	-123.895233	way	1289477012	45.0528514	-123.8996673	766.808051908143	Slab Creek Road	{'alt_name': 'United States Forest Service Road 11;USFS Old Highway 101', 'highway': 'tertiary', 'lanes': '2', 'name': 'Slab Creek Road', 'ref': 'NF 11', 'short_name': 'USFS 11 Rd;USFS 1100 Rd', 'surface': 'asphalt'}	0.777918678952235	139
SAMEA7724195	45.046708	-123.895233	way	640733232	45.0449266	-123.8962662	214.069249832693	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.724724617884351	190
SAMEA7724195	45.046708	-123.895233	relation	186396	45.0449266	-123.8962662	214.069249832693	Rose Lodge	{'boundary': 'census', 'gnis:feature_id': '2409209', 'name': 'Rose Lodge', 'source': 'TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/)', 'type': 'boundary', 'wikidata': 'Q2688786', 'wikipedia': 'en:Rose Lodge, Oregon'}	0.724724617884351	191
SAMEA7724195	45.046708	-123.895233	way	1290120562	45.0436615	-123.8932375	373.274463516052	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.685097112555579	223
SAMEA7724195	45.046708	-123.895233	way	5469920	45.048819	-123.883394	959.248401207452		{'highway': 'track'}	0.650490672147553	231
SAMEA7724195	45.046708	-123.895233	way	5242303	45.0546101	-123.9009554	986.989885708156	United States Forest Service Road 1100-132	{'alt_name': 'USFS Lower Cascade Head', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-132', 'ref': 'FR 1100-132', 'short_name': 'USFS 1100-132 Rd;USFS 11-132 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0	282
SAMEA7724196	45.044492	-123.893006	way	1290120562	45.04369	-123.8930254	89.1913554403614	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.924756129581729	8
SAMEA7724196	45.044492	-123.893006	way	5242375	45.0481439	-123.8915387	422.117936713681	United States Forest Service Road 1100-134	{'alt_name': 'USFS Hub Wheel', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-134', 'ref': 'FR 1100-134', 'short_name': 'USFS 1100-134 Rd;USFS 11-134 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.833778964297328	104
SAMEA7724196	45.044492	-123.893006	way	5242387	45.051464	-123.893053	775.259821482098	United States Forest Service Road 1100-133	{'alt_name': 'USFS Hub Creek', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-133', 'ref': 'FR 1100-133', 'short_name': 'USFS 1100-133 Rd;USFS 11-133 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.820074599226833	118
SAMEA7724196	45.044492	-123.893006	way	751688948	45.0526795	-123.894431	917.265456211461		{'landuse': 'forest'}	0.818523420985827	130
SAMEA7724196	45.044492	-123.893006	way	1031829875	45.0526795	-123.894431	917.265456211461		{'landuse': 'forest'}	0.818523420985827	131
SAMEA7724196	45.044492	-123.893006	relation	4654816	45.0526795	-123.894431	917.265456211461	Siuslaw National Forest	{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Siuslaw National Forest', 'operator': 'United States Forest Service', 'operator:short': 'USFS', 'operator:type': 'public', 'operator:wikidata': 'Q1891156', 'operator:wikipedia': 'en:United States Forest Service', 'ownership': 'national', 'protect_class': '6', 'protected': 'perpetuity', 'protected_area': 'forest_reserve', 'protection_title': 'National Forest', 'source': 'National Forest Service', 'type': 'multipolygon', 'wikidata': 'Q1165341', 'wikipedia': 'en:Siuslaw National Forest'}	0.818523420985827	132
SAMEA7724196	45.044492	-123.893006	way	553423812	45.0475591	-123.9036923	906.179791964802	Toketa Creek	{'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.805803433320026	153
SAMEA7724196	45.044492	-123.893006	way	553196120	45.0499123	-123.8961587	651.617660980476	Kingston Creek	{'name': 'Kingston Creek', 'source': 'NHD', 'waterway': 'stream'}	0.802791497209919	159
SAMEA7724196	45.044492	-123.893006	way	553424063	45.0454659	-123.8998993	552.292685054885	Toketa Creek	{'intermittent': 'yes', 'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.791685312284561	178
SAMEA7724196	45.044492	-123.893006	way	157032646	45.0455697	-123.8991548	497.721130400221		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.785594398342366	188
SAMEA7724196	45.044492	-123.893006	way	640733210	45.0455697	-123.8991548	497.721130400221		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.785594398342366	189
SAMEA7724196	45.044492	-123.893006	way	640733231	45.0455697	-123.8991548	497.721130400221	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.785594398342366	190
SAMEA7724196	45.044492	-123.893006	relation	1837122	45.0455697	-123.8991548	497.721130400221	Lincoln County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Lincoln County', 'nist:fips_code': '41041', 'nist:state_fips': '41', 'population': '47038', 'type': 'boundary', 'wikidata': 'Q302852', 'wikipedia': 'en:Lincoln County, Oregon'}	0.785594398342366	191
SAMEA7724196	45.044492	-123.893006	relation	1837128	45.0455697	-123.8991548	497.721130400221	Tillamook County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Tillamook County', 'nist:fips_code': '41057', 'nist:state_fips': '41', 'population': '25653', 'type': 'boundary', 'wikidata': 'Q495359', 'wikipedia': 'en:Tillamook County, Oregon'}	0.785594398342366	192
SAMEA7724196	45.044492	-123.893006	way	640733232	45.043361	-123.8944	166.766041920966	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.78555263799174	193
SAMEA7724196	45.044492	-123.893006	relation	186396	45.043361	-123.8944	166.766041920966	Rose Lodge	{'boundary': 'census', 'gnis:feature_id': '2409209', 'name': 'Rose Lodge', 'source': 'TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/)', 'type': 'boundary', 'wikidata': 'Q2688786', 'wikipedia': 'en:Rose Lodge, Oregon'}	0.78555263799174	194
SAMEA7724196	45.044492	-123.893006	way	1289761177	45.038472	-123.888612	753.176679579643	United States Forest Service Road 1888	{'alt_name': 'USFS Panther Creek', 'highway': 'track', 'name': 'United States Forest Service Road 1888', 'ref': 'FR 1888', 'short_name': 'USFS 1888 Rd', 'tiger:cfcc': 'A41', 'tiger:county': 'Lincoln, OR', 'tiger:reviewed': 'no'}	0.763135445658049	220
SAMEA7724196	45.044492	-123.893006	way	1290110953	45.0371413	-123.8903254	844.060171023293	United States Forest Service Road 1888-118	{'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1888-118', 'ref': 'FR 1888-118', 'short_name': 'USFS 1888-118 Rd', 'surface': 'gravel'}	0.757342621651197	245
SAMEA7724196	45.044492	-123.893006	way	553424015	45.0364439	-123.8938908	897.604102064205	Deer Creek	{'intermittent': 'yes', 'name': 'Deer Creek', 'source': 'NHD', 'waterway': 'stream'}	0.750013559407707	256
SAMEA7724196	45.044492	-123.893006	way	5469920	45.048819	-123.883394	895.39860882007		{'highway': 'track'}	0.673754821446881	265
SAMEA7724196	45.044492	-123.893006	way	5461545	45.042717	-123.881225	946.405221591228	United States Forest Service Road 1861-115	{'alt_name': 'USFS East Green Point', 'highway': 'track', 'name': 'United States Forest Service Road 1861-115', 'ref': 'FR 1861-115', 'short_name': 'USFS 1861-115 Rd', 'surface': 'gravel'}	0	305
SAMEA7724197	45.0437	-123.894378	way	1290120562	45.0433012	-123.8940213	52.4578827507686	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.955745328539659	7
SAMEA7724197	45.0437	-123.894378	way	640733232	45.043546	-123.894775	35.5824637569331	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.954243889232287	8
SAMEA7724197	45.0437	-123.894378	relation	186396	45.043546	-123.894775	35.5824637569331	Rose Lodge	{'boundary': 'census', 'gnis:feature_id': '2409209', 'name': 'Rose Lodge', 'source': 'TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/)', 'type': 'boundary', 'wikidata': 'Q2688786', 'wikipedia': 'en:Rose Lodge, Oregon'}	0.954243889232287	9
SAMEA7724197	45.0437	-123.894378	way	553424063	45.0454659	-123.8998993	476.156604343168	Toketa Creek	{'intermittent': 'yes', 'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.820402447793539	105
SAMEA7724197	45.0437	-123.894378	way	553423812	45.0475591	-123.9036923	848.306186978109	Toketa Creek	{'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.818205889752475	111
SAMEA7724197	45.0437	-123.894378	way	157032646	45.0455697	-123.8991548	429.029620085035		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.815184953571669	117
SAMEA7724197	45.0437	-123.894378	way	640733210	45.0455697	-123.8991548	429.029620085035		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.815184953571669	118
SAMEA7724197	45.0437	-123.894378	way	640733231	45.0455697	-123.8991548	429.029620085035	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.815184953571669	119
SAMEA7724197	45.0437	-123.894378	relation	1837122	45.0455697	-123.8991548	429.029620085035	Lincoln County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Lincoln County', 'nist:fips_code': '41041', 'nist:state_fips': '41', 'population': '47038', 'type': 'boundary', 'wikidata': 'Q302852', 'wikipedia': 'en:Lincoln County, Oregon'}	0.815184953571669	120
SAMEA7724197	45.0437	-123.894378	relation	1837128	45.0455697	-123.8991548	429.029620085035	Tillamook County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Tillamook County', 'nist:fips_code': '41057', 'nist:state_fips': '41', 'population': '25653', 'type': 'boundary', 'wikidata': 'Q495359', 'wikipedia': 'en:Tillamook County, Oregon'}	0.815184953571669	121
SAMEA7724197	45.0437	-123.894378	way	751688948	45.0526795	-123.894431	998.483525240026		{'landuse': 'forest'}	0.802454814867902	163
SAMEA7724197	45.0437	-123.894378	way	1031829875	45.0526795	-123.894431	998.483525240026		{'landuse': 'forest'}	0.802454814867902	164
SAMEA7724197	45.0437	-123.894378	relation	4654816	45.0526795	-123.894431	998.483525240026	Siuslaw National Forest	{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Siuslaw National Forest', 'operator': 'United States Forest Service', 'operator:short': 'USFS', 'operator:type': 'public', 'operator:wikidata': 'Q1891156', 'operator:wikipedia': 'en:United States Forest Service', 'ownership': 'national', 'protect_class': '6', 'protected': 'perpetuity', 'protected_area': 'forest_reserve', 'protection_title': 'National Forest', 'source': 'National Forest Service', 'type': 'multipolygon', 'wikidata': 'Q1165341', 'wikipedia': 'en:Siuslaw National Forest'}	0.802454814867902	165
SAMEA7724197	45.0437	-123.894378	way	5242387	45.051464	-123.893053	869.570279853484	United States Forest Service Road 1100-133	{'alt_name': 'USFS Hub Creek', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-133', 'ref': 'FR 1100-133', 'short_name': 'USFS 1100-133 Rd;USFS 11-133 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.798186650761849	180
SAMEA7724197	45.0437	-123.894378	way	553196120	45.0499123	-123.8961587	704.799787867407	Kingston Creek	{'name': 'Kingston Creek', 'source': 'NHD', 'waterway': 'stream'}	0.786696218879399	197
SAMEA7724197	45.0437	-123.894378	way	5242375	45.0481439	-123.8915387	542.154787533476	United States Forest Service Road 1100-134	{'alt_name': 'USFS Hub Wheel', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-134', 'ref': 'FR 1100-134', 'short_name': 'USFS 1100-134 Rd;USFS 11-134 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.786511013967875	199
SAMEA7724197	45.0437	-123.894378	way	553424015	45.0364439	-123.8938908	807.749085692787	Deer Creek	{'intermittent': 'yes', 'name': 'Deer Creek', 'source': 'NHD', 'waterway': 'stream'}	0.77503855167367	203
SAMEA7724197	45.0437	-123.894378	way	1290110953	45.0371413	-123.8903254	795.776206559471	United States Forest Service Road 1888-118	{'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1888-118', 'ref': 'FR 1888-118', 'short_name': 'USFS 1888-118 Rd', 'surface': 'gravel'}	0.771223693919865	213
SAMEA7724197	45.0437	-123.894378	way	1289761177	45.038472	-123.888612	737.009512650665	United States Forest Service Road 1888	{'alt_name': 'USFS Panther Creek', 'highway': 'track', 'name': 'United States Forest Service Road 1888', 'ref': 'FR 1888', 'short_name': 'USFS 1888 Rd', 'tiger:cfcc': 'A41', 'tiger:county': 'Lincoln, OR', 'tiger:reviewed': 'no'}	0.768219815492417	233
SAMEA7724198	45.046103	-123.895811	way	157032646	45.0455697	-123.8991548	269.311343178152		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.883987524256994	7
SAMEA7724198	45.046103	-123.895811	way	640733210	45.0455697	-123.8991548	269.311343178152		{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'source': 'TIGER 2011 county borders'}	0.883987524256994	8
SAMEA7724198	45.046103	-123.895811	way	640733231	45.0455697	-123.8991548	269.311343178152	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.883987524256994	9
SAMEA7724198	45.046103	-123.895811	relation	1837122	45.0455697	-123.8991548	269.311343178152	Lincoln County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Lincoln County', 'nist:fips_code': '41041', 'nist:state_fips': '41', 'population': '47038', 'type': 'boundary', 'wikidata': 'Q302852', 'wikipedia': 'en:Lincoln County, Oregon'}	0.883987524256994	10
SAMEA7724198	45.046103	-123.895811	relation	1837128	45.0455697	-123.8991548	269.311343178152	Tillamook County	{'admin_level': '6', 'border_type': 'county', 'boundary': 'administrative', 'name': 'Tillamook County', 'nist:fips_code': '41057', 'nist:state_fips': '41', 'population': '25653', 'type': 'boundary', 'wikidata': 'Q495359', 'wikipedia': 'en:Tillamook County, Oregon'}	0.883987524256994	11
SAMEA7724198	45.046103	-123.895811	way	553424063	45.0454659	-123.8998993	328.912238309819	Toketa Creek	{'intermittent': 'yes', 'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.875940326454827	27
SAMEA7724198	45.046103	-123.895811	way	553196120	45.0499123	-123.8961587	424.454686757117	Kingston Creek	{'name': 'Kingston Creek', 'source': 'NHD', 'waterway': 'stream'}	0.871541122517071	32
SAMEA7724198	45.046103	-123.895811	way	553423812	45.0475591	-123.9036923	639.993236841086	Toketa Creek	{'name': 'Toketa Creek', 'source': 'NHD', 'waterway': 'stream'}	0.862847869269447	48
SAMEA7724198	45.046103	-123.895811	way	751688948	45.0526795	-123.894431	739.265741337422		{'landuse': 'forest'}	0.853739812382771	65
SAMEA7724198	45.046103	-123.895811	way	1031829875	45.0526795	-123.894431	739.265741337422		{'landuse': 'forest'}	0.853739812382771	66
SAMEA7724198	45.046103	-123.895811	relation	4654816	45.0526795	-123.894431	739.265741337422	Siuslaw National Forest	{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Siuslaw National Forest', 'operator': 'United States Forest Service', 'operator:short': 'USFS', 'operator:type': 'public', 'operator:wikidata': 'Q1891156', 'operator:wikipedia': 'en:United States Forest Service', 'ownership': 'national', 'protect_class': '6', 'protected': 'perpetuity', 'protected_area': 'forest_reserve', 'protection_title': 'National Forest', 'source': 'National Forest Service', 'type': 'multipolygon', 'wikidata': 'Q1165341', 'wikipedia': 'en:Siuslaw National Forest'}	0.853739812382771	67
SAMEA7724198	45.046103	-123.895811	way	5242387	45.051464	-123.893053	634.2705845456	United States Forest Service Road 1100-133	{'alt_name': 'USFS Hub Creek', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-133', 'ref': 'FR 1100-133', 'short_name': 'USFS 1100-133 Rd;USFS 11-133 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.852795945358258	72
SAMEA7724198	45.046103	-123.895811	way	5242375	45.0481439	-123.8915387	405.16072209377	United States Forest Service Road 1100-134	{'alt_name': 'USFS Hub Wheel', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-134', 'ref': 'FR 1100-134', 'short_name': 'USFS 1100-134 Rd;USFS 11-134 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.840456353556591	83
SAMEA7724198	45.046103	-123.895811	way	640733232	45.0449266	-123.8962662	135.610219766641	North Forest Road	{'alt_name': 'USFS Cascade Head', 'highway': 'residential', 'name': 'North Forest Road', 'ref': 'FR 1861', 'short_name': 'USFS 1861 Rd', 'surface': 'gravel'}	0.825616453114004	86
SAMEA7724198	45.046103	-123.895811	relation	186396	45.0449266	-123.8962662	135.610219766641	Rose Lodge	{'boundary': 'census', 'gnis:feature_id': '2409209', 'name': 'Rose Lodge', 'source': 'TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/)', 'type': 'boundary', 'wikidata': 'Q2688786', 'wikipedia': 'en:Rose Lodge, Oregon'}	0.825616453114004	87
SAMEA7724198	45.046103	-123.895811	relation	3159155	45.0479701	-123.9056298	798.835783263227	TransAmerica Trail (Oregon)	{'cycle_network': 'US:ACA', 'name': 'TransAmerica Trail (Oregon)', 'network': 'rcn', 'operator': 'Adventure Cycling', 'ref': 'TA', 'route': 'bicycle', 'source': 'http://www.adventurecycling.org/', 'type': 'route'}	0.813377640579066	107
SAMEA7724198	45.046103	-123.895811	relation	1467877	45.0479701	-123.9056298	798.835783263227	Oregon Coast Scenic Bikeway	{'name': 'Oregon Coast Scenic Bikeway', 'network': 'rcn', 'ref': 'OC', 'route': 'bicycle', 'type': 'route'}	0.79523743196999	130
SAMEA7724198	45.046103	-123.895811	way	1289477012	45.0479701	-123.9056298	798.835783263227	Slab Creek Road	{'alt_name': 'United States Forest Service Road 11;USFS Old Highway 101', 'highway': 'tertiary', 'lanes': '2', 'name': 'Slab Creek Road', 'ref': 'NF 11', 'short_name': 'USFS 11 Rd;USFS 1100 Rd', 'surface': 'asphalt'}	0.768642875350799	177
SAMEA7724198	45.046103	-123.895811	way	1290120562	45.0435838	-123.893471	335.061941583798	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.717334071332917	218
SAMEA7724199	45.045375	-123.893619	way	5242375	45.0481439	-123.8915387	348.576133172278	United States Forest Service Road 1100-134	{'alt_name': 'USFS Hub Wheel', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-134', 'ref': 'FR 1100-134', 'short_name': 'USFS 1100-134 Rd;USFS 11-134 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.862738157188451	28
SAMEA7724199	45.045375	-123.893619	way	5242387	45.051464	-123.893053	678.524419314045	United States Forest Service Road 1100-133	{'alt_name': 'USFS Hub Creek', 'highway': 'track', 'motor_vehicle': 'no', 'name': 'United States Forest Service Road 1100-133', 'ref': 'FR 1100-133', 'short_name': 'USFS 1100-133 Rd;USFS 11-133 Rd', 'surface': 'gravel', 'tiger:cfcc': 'A41', 'tiger:county': 'Tillamook, OR', 'tiger:reviewed': 'no'}	0.842525338349062	71
SAMEA7724199	45.045375	-123.893619	way	751688948	45.0526795	-123.894431	814.72446156237		{'landuse': 'forest'}	0.838810665852201	79
SAMEA7724199	45.045375	-123.893619	way	1031829875	45.0526795	-123.894431	814.72446156237		{'landuse': 'forest'}	0.838810665852201	80
SAMEA7724199	45.045375	-123.893619	relation	4654816	45.0526795	-123.894431	814.72446156237	Siuslaw National Forest	{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Siuslaw National Forest', 'operator': 'United States Forest Service', 'operator:short': 'USFS', 'operator:type': 'public', 'operator:wikidata': 'Q1891156', 'operator:wikipedia': 'en:United States Forest Service', 'ownership': 'national', 'protect_class': '6', 'protected': 'perpetuity', 'protected_area': 'forest_reserve', 'protection_title': 'National Forest', 'source': 'National Forest Service', 'type': 'multipolygon', 'wikidata': 'Q1165341', 'wikipedia': 'en:Siuslaw National Forest'}	0.838810665852201	81
SAMEA7724199	45.045375	-123.893619	way	1290120562	45.0436919	-123.8931006	191.532607904532	United States Forest Service Road 1861-118	{'alt_name': 'USFS Green Point Lookout', 'highway': 'track', 'name': 'United States Forest Service Road 1861-118', 'ref': 'FR 1861-118', 'short_name': 'USFS 1861-118 Rd', 'surface': 'gravel'}	0.838418704829768	83
SAMEA7724199	45.045375	-123.893619	way	553196120	45.0499123	-123.8961587	542.544259698188	Kingston Creek	{'name': 'Kingston Creek', 'source': 'NHD', 'waterway': 'stream'}	0.835801962470692	85
